risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
50,core.c,array_new,539,*,,,0,"KainArray* arr = (KainArray*)kain_alloc_rc(sizeof(KainArray), 2);",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,array_get,570,*,,,0,"long long array_get(KainArray* arr, long long index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,array_set,586,*,,,0,"void array_set(KainArray* arr, long long index, long long val) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,stdin_read_exact,728,*,,,0,char* stdin_read_exact(long long length) {,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,char_at,877,*,,,0,"char* char_at(char* s, long long index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,byte_at,950,*,,,0,"long long byte_at(char* s, long long index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_tiny_fingerprint,1060,*,,,0,(key_length * 0x9e3779b97f4a7c15ULL);,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_hash_bytes,1158,*,,,0,"static uint64_t kain_hash_bytes(const unsigned char* bytes, size_t length) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_magic_prefix_state,1193,*,,,0,uint64_t folded0 = (word0 ^ length) * magic;,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_key_metadata,1203,*,,,0,"size_t* out_length,",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1320,+,,,0,uint64_t index1 = (base_index + 1u) & map->mask;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,core.c,kain_map_probe_window,1395,*,,,0,(index0 * take_match0) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1396,*,,,0,(index1 * take_match1) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1397,*,,,0,(index2 * take_match2) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1398,*,,,0,(index3 * take_match3) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1399,*,,,0,(index4 * take_match4) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1400,*,,,0,(index5 * take_match5) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1401,*,,,0,(index6 * take_match6) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1402,*,,,0,(index7 * take_match7);,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1404,*,,,0,(index0 * take_empty0) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1405,*,,,0,(index1 * take_empty1) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1406,*,,,0,(index2 * take_empty2) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1407,*,,,0,(index3 * take_empty3) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1408,*,,,0,(index4 * take_empty4) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1409,*,,,0,(index5 * take_empty5) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1410,*,,,0,(index6 * take_empty6) |,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_probe_window,1411,*,,,0,(index7 * take_empty7);,no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_resize,1502,*,,,0,"static int kain_map_resize(KainMap* map, uint64_t new_capacity) {",no nearby overflow or range guard | multiplication can amplify overflow
50,core.c,kain_map_resize,1523,-,,,0,map->mask = new_capacity - 1u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,core.c,map_new,1568,*,,,0,"KainMap* map = (KainMap*)kain_alloc_rc(sizeof(KainMap), 3);",no nearby overflow or range guard | multiplication can amplify overflow
50,cpu.c,abi_vm_map,397,*,,,0,void* abi_vm_map(int64_t byte_count) {,no nearby overflow or range guard | multiplication can amplify overflow
50,cpu.c,abi_vm_unmap,414,*,,,0,"int64_t abi_vm_unmap(void* ptr, int64_t byte_count) {",no nearby overflow or range guard | multiplication can amplify overflow
50,cpu.c,abi_vm_protect,470,*,,,0,"int64_t abi_vm_protect(void* ptr, int64_t byte_count, int64_t mode) {",no nearby overflow or range guard | multiplication can amplify overflow
50,diagnostics.c,kain_copy_text,8,*,,,0,"static void kain_copy_text(char* out, size_t out_size, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,diagnostics.c,kain_diagnostic_init,33,*,,,0,"ZeroMemory(diag, sizeof(*diag));",no nearby overflow or range guard | multiplication can amplify overflow
50,diagnostics.c,kain_diagnostic_format,88,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_diagnostic_format,93,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_diagnostic_format,98,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_diagnostic_collector_init,155,*,,,0,"ZeroMemory(collector, sizeof(*collector));",no nearby overflow or range guard | multiplication can amplify overflow
50,diagnostics.c,kain_startup_validation_result_init,300,*,,,0,"ZeroMemory(result, sizeof(*result));",no nearby overflow or range guard | multiplication can amplify overflow
50,diagnostics.c,kain_startup_validation_result_format,321,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,326,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,331,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,337,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,344,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,349,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,354,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,360,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written,",no nearby overflow or range guard | size math feeds allocation or copy sink
50,diagnostics.c,kain_startup_validation_result_format,366,+|-,snprintf(,,0,"written += snprintf(out + written, out_size - written, ""\n"");",no nearby overflow or range guard | size math feeds allocation or copy sink
50,entangle.c,runtime_copy_entangle_text,8,*,,,0,"static int runtime_copy_entangle_text(char* dst, size_t dst_cap, const char* src) {",no nearby overflow or range guard | multiplication can amplify overflow
50,entangle.c,entangle_registry_get,79,*,,,0,"int entangle_registry_get(size_t index, KainRuntimeEntangleBinding* out_binding) {",no nearby overflow or range guard | multiplication can amplify overflow
50,fanout.c,__kain_fanout_i64,275,*,,,0,"int __kain_fanout_i64(int64_t start, int64_t end, void* ctx, KainFanoutIndexFn fn) {",no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_free_bytes,134,*,,,0,static void abi_graphics_free_bytes(uint8_t** bytes) {,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_free_bytes,135,*,,,0,if (!bytes || !*bytes) {,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_free_bytes,138,*,,,0,free(*bytes);,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_decode_hex,326,*,,,0,"const char* bytes_hex,",no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_decode_hex,327,*,,,0,uint8_t** out_bytes,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_decode_hex,332,*,,,0,uint8_t* bytes;,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_read_file_bytes,374,*,,,0,uint8_t** out_bytes,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_read_file_bytes,378,*,,,0,uint8_t* bytes = NULL;,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_read_file_bytes,429,+,memcpy(,,0,"memcpy(bytes + total, stack_buffer, read);",no nearby overflow or range guard | size math feeds allocation or copy sink
50,graphics_system.c,abi_graphics_buffer_create_from_hex,729,*,,,0,"const char* bytes_hex,",no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_buffer_create_from_hex,732,*,,,0,uint8_t* bytes = NULL;,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_shader_register_bytes,808,*,,,0,"uint8_t* owned_bytes,",no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_shader_spirv_from_hex,885,*,,,0,const char* bytes_hex,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_shader_spirv_from_hex,887,*,,,0,uint8_t* bytes = NULL;,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_shader_spirv_from_file,915,*,,,0,uint8_t* bytes = NULL;,no nearby overflow or range guard | multiplication can amplify overflow
50,graphics_system.c,abi_graphics_draw_command_kind,1191,*,,,0,"const char* abi_graphics_draw_command_kind(int64_t session_id, int64_t command_index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,host_bridge.c,kain_copy_text,7,*,,,0,"static void kain_copy_text(char* out, size_t out_cap, const char* text) {",no nearby overflow or range guard | multiplication can amplify overflow
50,host_bridge.c,kain_host_bridge_unregister_module,288,+,,,0,for (write_index = module_index; write_index + 1 < registry->module_count; ++write_index) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,host_bridge.c,kain_host_bridge_unregister_module,289,+,,,0,registry->modules[write_index] = registry->modules[write_index + 1];,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,input_system.c,abi_input_copy,86,*,,,0,"static void abi_input_copy(char* dest, size_t capacity, const char* source) {",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_name_add,153,*,,,0,"if (abi_input_name_index(names, *count, name) >= 0) {",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_name_add,156,*,,,0,if (*count >= capacity) {,no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_name_remove,165,*,,,0,"int index = abi_input_name_index(names, *count, name);",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_name_remove,173,*,,,0,if (*count > 0) {,no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_trace_append,213,-,,,0,if (!session || !event || session->trace_text_length >= ABI_INPUT_MAX_TRACE_TEXT - 1u) {,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,input_system.c,abi_input_trace_append,232,-,,,0,session->trace_text_length = ABI_INPUT_MAX_TRACE_TEXT - 1u;,no nearby overflow or range guard | sentinel/null byte style increment | pointer or indexed arithmetic
50,input_system.c,abi_input_frame_event,584,*,,,0,"static const KainNativeInputEvent* abi_input_frame_event(int64_t session_id, int64_t event_index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_event_kind,592,*,,,0,"const char* abi_input_event_kind(int64_t session_id, int64_t event_index) {",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_event_kind,593,*,,,0,"const KainNativeInputEvent* event = abi_input_frame_event(session_id, event_index);",no nearby overflow or range guard | multiplication can amplify overflow
50,input_system.c,abi_input_event_source_kind,597,*,,,0,"const char* abi_input_event_source_kind(int64_t session_id, int64_t event_index) {",no nearby overflow or range guard | multiplication can amplify overflow
